"","x"
"1",5.41158112661078
"2",1.03805497181267
"3",0.384035254750041
"4",29.9454039360315
"5",7.48391553826386
"6",2.75262456846735
"7",73.8610677825261
"8",29.6294446258477
"9",14.8797019130333
"10",19.714787075688
"11",4.40807659353976
"12",1.53323205555384
"13",33.9240690226234
