"","x"
"1",3.84784978217258
"2",0.771470664866368
"3",0.301554311489879
"4",25.1495813376464
"5",5.90776003494933
"6",2.11457030354327
"7",69.1068786212045
"8",26.2420655350108
"9",12.7055425873785
"10",15.6860050430758
"11",3.37617630688105
"12",1.15639250617629
"13",34.3621397109473
