"","x"
"1",5.38247506526103
"2",1.0334862134973
"3",0.382676556841458
"4",29.8590156036085
"5",7.46017339107899
"6",2.74264029400162
"7",73.8147948800491
"8",29.5825482819149
"9",14.8484049701432
"10",19.6593970892407
"11",4.3918627654984
"12",1.52718081288881
"13",33.9239293007267
