"","x"
"1",5.51355784264728
"2",1.05650751158626
"3",0.391314319765422
"4",30.2078295965149
"5",7.5481717334218
"6",2.78217308431852
"7",73.6494597059044
"8",29.6930210888508
"9",14.9489810317674
"10",19.9548650743678
"11",4.45393458619232
"12",1.55297507178758
"13",34.2172450836642
