"","x"
"1",6.4175865694151
"2",1.55173202354418
"3",0.763789176678062
"4",29.4517503994938
"5",7.8619397653255
"6",3.20709244132747
"7",71.3426867397727
"8",28.9138966804226
"9",14.8437587922446
"10",19.7674369834439
"11",4.90336404609731
"12",1.99273440675827
"13",35.9781347761327
