"","x"
"1",5.38247506526103
"2",1.03348615659116
"3",0.382676528734077
"4",29.8590156036085
"5",7.46017329939334
"6",2.74264021957476
"7",73.8147948800491
"8",29.5825482082193
"9",14.8484048806811
"10",19.6593970892407
"11",4.39186264468105
"12",1.52718074987812
"13",33.9239291770355
