"","x"
"1",6.00806101536362
"2",1.37249931234558
"3",0.640633504398892
"4",30.3838362688141
"5",7.86992160142311
"6",3.08660335160771
"7",73.7275334813452
"8",29.8712079428249
"9",15.202888065694
"10",20.048860856016
"11",4.79375643726568
"12",1.84689332740734
"13",34.5420895377629
