"","x"
"1",5.00118408603243
"2",0.816098005885007
"3",0.218912918868933
"4",30.0283814639108
"5",7.28645034861058
"6",2.5467161149848
"7",74.0936800946743
"8",29.6997370973152
"9",14.796232183335
"10",19.8146554265745
"11",4.17590695798667
"12",1.33106597491462
"13",33.3713526561496
