"","x"
"1",5.96288849955667
"2",1.54152030229265
"3",0.777269788934631
"4",29.2547051754426
"5",7.75125087537456
"6",3.16217180281831
"7",71.3435841067319
"8",28.7915091613576
"9",14.7380817111291
"10",19.5850094926404
"11",4.81114948064392
"12",1.97005108164025
"13",35.9457013720657
