"","x"
"1",6.02908348266167
"2",1.39733400670721
"3",0.650368585104283
"4",30.5327563047333
"5",7.94099743013102
"6",3.12190188282539
"7",73.7879609630047
"8",29.9614182975212
"9",15.2767399991528
"10",20.3266605581988
"11",4.84605244795753
"12",1.87162716031164
"13",34.6456890669742
