"","x"
"1",4.43349860974385
"2",1.11981526934422
"3",0.568294949956257
"4",25.3309490417286
"5",6.33223052271168
"6",2.47694674866452
"7",68.7319131441442
"8",26.4022905111911
"9",13.0217893483518
"10",16.2367602219571
"11",3.80872236709535
"12",1.49219520159814
"13",35.0731022620948
